ID,Q_AB/F,FMI_dct,FMI_w,MS-SSIM,SCD,BRISQUE,NIQE
1,0.991405742872856,0.001547382718268806,0.001547382718268806,0.7048085751547865,0.642895554397036,9.838464303590728,28.032743464543426
2,0.983080676410697,0.0030674001559329606,0.0030674001559329606,0.6812126364675006,0.6783278913861823,5.16477873731864,14.55539897141343
3,0.9885873727864191,0.00023285865349524843,0.00023285865349524843,0.811570633938582,0.23846581550980248,2.8157787283065345,19.389452434435878
4,0.9858179430317563,0.00038196261008514355,0.00038196261008514355,0.7819996337277868,0.3477145687687938,20.242827894557767,18.0653239602198
5,0.9943793755321688,0.00042922818267994217,0.00042922818267994217,0.7569961791421524,0.7816426727730195,10.75646052375832,73.03520508167396
6,0.9791313927613382,0.00013165984469865858,0.00013165984469865858,0.7716945076954884,0.3493751747441593,11.533366606262932,15.988220907981635
7,0.9931530207249952,0.0008191150362886221,0.0008191150362886221,0.7475124930604904,0.5267067775330889,5.2864647443619175,21.180384509857777
8,0.9695732704561091,0.0018020016724236362,0.0018020016724236362,0.5576731795065497,0.3910251352661414,71.46771836318287,62.95188596981056
9,0.9863550431556974,0.00016780465749101624,0.00016780465749101624,0.6644550773589138,0.5897521925258227,15.659830709395663,21.947303934111773
10,0.9910129694029861,0.00012404333380481946,0.00012404333380481946,0.7170130001701855,0.5663538326915575,14.433693507620347,18.027335292171056
11,0.9862715417414737,0.0010753375580584827,0.0010753375580584827,0.5732918105080829,0.5042526083656522,20.22726314758696,20.897320827961707
12,0.9937605065726823,0.0007181298345885583,0.0007181298345885583,0.7204291968468066,0.5941545496780912,9.46739066461755,20.283007338860042
13,0.9912513208563628,0.0004016464655570437,0.0004016464655570437,0.7272655059537423,0.49337296613491355,11.66797781994577,19.451241690319552
14,0.9914394611689902,0.0002272727187672361,0.0002272727187672361,0.7803739874614014,0.508309976690874,8.842050818119668,15.196855695592886
15,0.9769119394644413,0.00017979685187346185,0.00017979685187346185,0.7323784982762243,0.4345055600729115,17.21386644358176,13.73283531042844
16,0.989846174744134,0.00043078743573815483,0.00043078743573815483,0.6153182618595646,0.3934399828703051,10.608012598127514,11.090458522541882
17,0.9945139592624223,0.0004803968212576641,0.0004803968212576641,0.7414296804059124,0.26575976974081267,5.438491571814068,21.487021470342892
18,0.9912688772751108,0.0005627691187147713,0.0005627691187147713,0.7034030115520251,0.2831240065603123,24.41186512015914,32.996152702321616
19,0.9914356078541929,0.0003923661306091265,0.0003923661306091265,0.6866954988120806,0.47905465413000253,19.4733319173234,25.94191157437944
20,0.9525996785148827,0.00019412947878245636,0.00019412947878245636,0.7162945207378426,0.5547906091504774,12.009385350100501,15.894387491213676
